,Date,Open,Close,NewsSentiment,SocialSentiment,Trend,FutureTrend,Tweets,News
0,28-02-2020,11382,11201.75,0.116269841,0.133333333,-1,1,"['Auto stocks tank nearly 9% as coronavirus outbreak disrupts supply chains #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'lnduslnd Bank share price dips 2% #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Lemon Tree Hotels goes to Bhutan, share price jumps 7% #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Coronavirus fuels demand concerns, metals stocks crack up to 10% #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'D-Street Buzz: Over 350 stocks hit fresh 52-week low on BSE; volumes of SBI, Adani Gas surge #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Stocks in the news: Pidilite, DIC India, RITES, BoB, HPCL, GTPL Hathway, IndusInd Bank #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Stocks in the news: Pidilite, DIC India, RITES, BoB, HPCL, GTPL Hathway #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket']","[""Moneycontrol's Ravi Krishnan talks to Editor-in-Chief Santosh Nair about the market crash and its further implications."", 'Traders should remain neutral and wait for some consolidation before initiating long positions, says Mazhar Mohammad.', 'There have been only four occasions when the Sensex has suffered a loss of more than 1,000 points in a single day, February 28 was one such day.', 'In the last six days, the Sensex has come off 3,026 points and the Nifty 924 points.', 'From extreme calmness to extreme pessimism, D-Street is also a victim of the virus outbreak in other countries, says Umesh Mehta of Samco Securities.', '""It has been a while since we have seen a correction of this magnitude but it is not for the first time,"" Shah said.', 'Other laggards included Ashok Leyland dropping up to 6.77 percent, Mahindra and Mahindra 3.18 percent and Bajaj Auto 2.13 percent.', 'There is always catching up between markets and earnings, and market often runs ahead of the rise in earnings, markets move on expectations of earnings growth.', 'The market breadth was largely in favour of bears as more than four shares declined for every share rising on the BSE.', 'At this juncture it looks prudent on the part of traders to wait for consolidation and some signs of strength as fear factor appears to be dominating on the bourses, said Mazhar Mohammad of Chartviewindia.in.', 'HDFC Life Insurance Company, Bandhan Bank and Info Edge will be included in the Futures & Options segment effective February 28.', 'Sectorally, selling was seen in metals, realty, infra, public sector, capital goods, auto, banks, oil & gas and IT', 'The Sensex lost 1,448.37 points or 3.64% at 38297.29, while Nifty fell 431.50 points or 3.71% at 11201.80.', 'As of now, Nifty has a potential to retest 11,800–11,950 in the coming week. But traders are advised not to get carried away and avoid any aggressive bets.']"
1,02-03-2020,11387.35,11132.75,0.093788371,0.251282051,-1,1,"['Explained | SBI Card IPO subscription to open soon; what should investors do? https://www.moneycontrol.com/news/ipo-upcoming-issues/explained-|-sbi-card-ipo-subscription-to-open-soonshould-investors-do_13539341.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO worth Rs 10,335 crore receives subscription of 39% on Day 1 https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-worth-rs-10335-crore-receives-subscription39day-1_13541781.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'MM shares snap six-day losing streak #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO worth Rs 10,335 crore receives subscription of 38% https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-worth-rs-10335-crore-receives-subscription38_13541781.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'ICICI Direct bullish on Phillips Carbon Black; share price jumps 8% intraday #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO worth Rs 10,335 crore receives subscription of over 16% https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-worth-rs-10335-crore-receives-subscriptionover-16_13541781.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'MM share price climbs over 2% after hitting 52-week low #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO worth Rs 10,335 crore receives subscription of over 12% https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-worth-rs-10335-crore-receives-subscriptionover-12_13541781.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO worth Rs 10,335 crore receives subscription of 7% https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-worth-rs-10335-crore-receives-subscription7_13541781.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Birla Corporation shares climb 4% as Emkay initiates buy call, sees 40% upside #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'D-Street Buzz: IT stocks rally led by NIIT Tech, HCL Tech; Indiabulls Housing spikes 11% #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Coal India share price jumps 4% on better production numbers #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'WATCH 👀 - #CambrianSV, Lisbon - CoinGeek Originals Filmmaker @chblm documented the #Bitcoin #Bootcamp which was attended by 30 #developers and #entrepreneurs. Filmed in early February 2020.', 'SPML Infra share price rises 3% on water-supply order win #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Escorts share price rises 6% after strong sales numbers #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Affle India share price gains 8% as co acquires Mediasmart #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket']","['The key support level for Nifty is placed at 10,968.33, followed by 10,803.87. If the index moves up, key resistance levels to watch out for are 11,365.13 and 11,597.47.', 'All major sectoral indices also caught in bear trap with BSE Metal and Oil & Gas being the prominent losers with 2 percent loss.', 'For time being, considering the volatility, it looks prudent on the part of traders to remain neutral, Mazhar Mohammad advised.', ""For long term investors, timing does not play a very large role. Even if India's long term growth reduces to 6%, that is still significant in the context of the global growth of 1-2%."", 'The rally in global markets despite coronavirus concerns is the key reason for Indian equities doing well.', 'Market participants believe that the supply side shock is likely to get converted to demand destruction or deferment further pushing the economic recovery', 'Q3FY20 results provide further evidence of the ongoing slowdown on revenue front.', 'About 1376 shares have advanced, 587 shares declined, and 95 shares are unchanged.', 'If investing directly in stocks is not something you want to do at this juncture, then you can take advantage of this opportunity by investing in equity mutual funds, said the analyst.', 'Trends on SGX Nifty indicate a positive opening for the broader index in India, with a 80 points, or 0.72 percent, gain', ""The BSE Sensex closed 939 points lower from its day's high of 39,083.17, while Nifty50 fell 300 points from its day's high level of 11,433.""]"
2,03-03-2020,11217.55,11303.3,0.06,0.092897727,1,1,"['Intense Technologies share price gains 4% on deal win #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'D-Street Buzz: Metal, pharma stocks outshine; volumes of Indoco Remedies surge #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Infosys share price gains as company collaborates with IBM #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO sees over 71% subscription on Day 2; retail, employee portion fully booked https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-sees-over-71-subscriptionday-2-retail-employee-portion-fully-booked_13545661.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Brooks Lab share price up 9% after co extends rights issue period #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Home First Finance Company receives SEBI nod for Rs 1,500 crore IPO https://www.moneycontrol.com/news/ipo-upcoming-issues/home-first-finance-company-receives-sebi-nod-for-rs-1500-crore-ipo_13546181.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO sees over 58% subscription on Day 2; bank shareholders portion fully booked https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-sees-over-58-subscriptionday-2-bank-shareholders-portion-fully-booked_13545661.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Equitas Small Finance Bank gets SEBI nod to float IPO https://www.moneycontrol.com/news/ipo-upcoming-issues/equitas-small-finance-bank-gets-sebi-nod-to-float-ipo_13546141.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO sees subscription of over 56% on Day 2 https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-sees-subscriptionover-56day-2_13545661.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Here are 10 key reasons to invest in SBI Card IPO https://www.moneycontrol.com/news/ipo-issues-open/here10-key-reasons-to-investsbi-card-ipo_13545681.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO sees subscription of 52% on Day 2 https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-sees-subscription52day-2_13545661.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'D-Street Buzz: Over 200 stocks hit 52-week low on BSE; Vedanta, Sun Pharma up 3-4% #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'LT gains 2% on winning orders in India, overseas #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Reliance Capital share price falls for the 7th day, touches all-time low on payment default #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Sun Pharma share price up 3% after Morgan Stanley remains overweight #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Mahindra Lifespace Developers share price climbs 2% on partial de-notification of subsidiary #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Free Excel tutorial: https://www.excel-easy.com', 'Antony Waste Handling Cell IPO to open on Wednesday: 10 key things to know https://www.moneycontrol.com/news/ipo-upcoming-issues/antony-waste-handling-cell-ipo-to-openwednesday-10-key-things-to-know_13545421.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Eicher Motors share price jumps 5% on higher 2-wheeler sales, Motilal Oswal sees 53% upside #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Pfizer shares surge 16% after US parent firm identifies antiviral for coronavirus #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'IGL, MGL, Gujarat Gas up 3-7% as Jefferies maintains bullish stance #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Newgen Software share price rises 8% on securing new patent #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Voltas share price gains 4% as Citi maintains buy #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Lupin share price gains nearly 3% as brokerages expect up to 50% upside #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket']","['Key support level for Nifty is placed at 11,189.8, followed by 11,076.3. If the index moves up, key resistance levels to watch out for are 11,379.5 and 11,455.7.', 'For the time, traders with a high-risk appetite should buy into the Nifty on any weakness towards 11,250 , says Mazhar Mohammad.', 'If Nifty manages to sustain above 11536 levels on a closing basis then eventually decks should be cleared for a bigger up move towards 11900 kinds of levels, suggest experts.', 'About 1110 shares have advanced, 1146 shares declined, and 129 shares are unchanged.', 'The most active stocks included State Bank of India, Indiabulls Housing Finance, Reliance Industries, Tata Motors and HDFC Bank.', 'Equity markets, in the long run, are a proxy for human ingenuity and innovation. As long as you believe in this core premise— the simple answer remains ‘this too shall pass’!', 'In a typical bull market, correction of 5-10% is considered healthy, as it gives an opportunity for investors waiting on sidelines and this results in the transfer of shares.', 'The Sensex ended 479.68 points at 38,623.70, and the Nifty added 170.55 points to close at 11,303.30.', 'A long-range negative candle was formed on March 2 within a high low range of 11,433-11,036. This shows weakness with high volatility in the market.']"
3,04-03-2020,11351.35,11251,0.052722353,0.113406795,-1,1,"['Tata Chemicals turns ex-date; shares trade on a volatile track #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO oversubscribed 15.5 times on Day 3, QIB subscription at 57x https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-oversubscribed-155-timesday-3-qib-subscription-at-57x_13549901.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Bharti Airtel shares erase gains, settle 1% lower #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO oversubscribed 13.7 times on Day 3, QIB subscription at 51x https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-oversubscribed-137-timesday-3-qib-subscription-at-51x_13549901.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'D-Street Buzz: Over 400 stocks hit 52-week low on BSE; YES Bank, Vodafone Idea most active #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Premier share price slips 3% on work suspension at Chakan plant #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO oversubscribed 6.4 times on Day 3, QIB subscription at 22x https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-oversubscribed-64-timesday-3-qib-subscription-at-22x_13549901.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Raymond share price rises 4% on NCLT nod for FMCG business consolidation #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO oversubscribed 3.5 times on Day 3, QIB subscription at 10x https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-oversubscribed-35-timesday-3-qib-subscription-at-10x_13549901.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Tata Chemicals turn ex-date; shares trade on a volatile track #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Essel Propack shares climb over 5% despite plant shutdown in China #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'D-Street Buzz: Nifty Pharma outperforms led by Sun Pharma; Tata Chemicals tanks 56% #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Tata Motors reports production cut in February, share price down 4% #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Bharti Airtel shares climb 2% as it pays Rs 1,950 cr to govt #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Share price of SpiceJet, IndiGo plunge up to 8% amid coronavirus fears #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Newgen Software share price gains 11% on new patent #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'HFCL share price rises 6% on Rs 196 crore order from LT #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Infosys share price rises order on order win #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Stocks in the news: Infosys, Tata Motors, Bharti Airtel, Vedanta, Max Financial, NBCC, HFCL #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO oversubscribed 3.3 times on Day 3, QIB subscription at 9.6x https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-oversubscribed-33-timesday-3-qib-subscription-at-96x_13549901.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', ""Why is Keya taking so many prints and disturbing her mum at work? Watch the film and the twist that brings a smile to her mother's face. #PrintAtHome #MysteryPrints"", 'Antony Waste Handling Cell raises Rs 60.94 cr from anchor investors https://www.moneycontrol.com/news/ipo-upcoming-issues/antony-waste-handling-cell-raises-rs-6094-cranchor-investors_13547841.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Indian Railway Finance Corporation gets SEBI nod for IPO https://www.moneycontrol.com/news/ipo-upcoming-issues/indian-railway-finance-corporation-gets-sebi-nod-for-ipo_13547761.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO: Does it make sense for HNIs to break the bank? https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-does-it-make-sense-for-hnis-to-breakbank_13547081.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket']","['The key support level for Nifty is placed at 11,103.27, followed by 10,955.53. If the index moves up, key resistance levels to watch out for are 11,377.67 and 11,504.33.', 'For time being traders should remain neutral for couple of sessions, and index long positions if any shall be squared off on a close below 11,100 levels, Mazhar Mohammad advised.', 'Indian market witnessed strong bouts of volatility as the equity barometer swung for 946 points in intraday trade, eventually settling in the negative territory.', 'The Nifty50 fell sharply and formed large bearish candle which resembles a Bearish Engulfing pattern on daily charts.', 'About 443 shares have advanced, 1783 shares declined, and 108 shares are unchanged.', 'Most of the measures by the government will have a positive impact in the longer-term, but might not cause a V-shaped recovery in the economy.', 'The Time cycles had bottomed out a day earlier and the low formed on the Nifty is very much in sync with this cycle that we have been following for almost a decade.', 'The most active stocks included State Bank of India, Indiabulls Housing Finance, Reliance Industries, Sun Pharma and HDFC Bank.', 'A technical bounce back might be on the cards, suggest experts. However, rising fears from Coronavirus outbreak are a big risk for the market', 'The US Federal Reserve on March 3 cut interest rates by half a percentage point to a target range of 1.00-1.25% in an emergency move to mitigate the impact of the coronavirus', 'The Sensex closed 214.22 points lower at 38,409.48, while Nifty fell 52.30 points at 11,251.', 'In the coming sessions, we expect volatility to likely to grip the market as sentiment would be driven by updates on the spread of coronavirus cases']"
4,05-03-2020,11306.05,11269,0.064090909,-0.009090909,-1,1,"['Antony Waste Handling Cell subscribed 16% on second day of bidding https://www.moneycontrol.com/news/ipo-issues-open/antony-waste-handling-cell-subscribed-16second-daybidding_13556361.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO final day: Issue oversubscribed 26.5 times, HNIs portion subscription at 45x https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-final-day-issue-oversubscribed-265-times-hnis-portion-subscription-at-45x_13553781.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO final day: Issue oversubscribed 26 times, HNIs portion subscription at 44x https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-final-day-issue-oversubscribed-26-times-hnis-portion-subscription-at-44x_13553781.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO final day: Issue oversubscribed 24 times, HNIs portion subscription at 38x https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-final-day-issue-oversubscribed-24-times-hnis-portion-subscription-at-38x_13553781.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Motilal Oswal initiates buy on Bandhan Bank; share price jumps 5% #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'D-Street Buzz: Over 300 stocks hit 52-week low on BSE; volumes of YES Bank, SBI surge #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Max Financial board approves share swap with Mitsui Sumitomo; share price gains 3% #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Granules India share price gains 4% on USFDA nod #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Phoenix Mills, Apollo Hospitals share price fall, but HSBC sees 7-30% upside #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'D-Street Buzz: FMCG stocks outshine led by HUL; YES Bank zooms 25%, VIX tumbles #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'ED registers case against Naresh Goyal; Jet Airways share price rises 5% #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Vodafone falls 6%, Bharti Airtel gains 1% on fresh notices from DoT #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'HDFC Bank share price rises as Citi maintains buy, target at Rs 1,600 #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Allcargo Logistics share price gains 3% on SEBI nod for stake buy in Gati #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Stocks in the news: RIL, MM, DLF, BoB, Allsec Tech, Allcargo Logistics, HDFC, Max Financial #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card IPO final day: Issue oversubscribed 16.7 times, HNIs portion subscription at 6.4x https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-ipo-final-day-issue-oversubscribed-167-times-hnis-portion-subscription-at-64x_13553781.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Antony Waste Handling Cell IPO subscribed 9% on Day 1 https://www.moneycontrol.com/news/ipo-issues-open/antony-waste-handling-cell-ipo-subscribed-9day-1_13552561.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket']","['The key support level for Nifty is placed at 11,212.57, followed by 11,156.13. If the index moves up, key resistance levels to watch out for are 11,357.47 and 11,445.93.', 'As long as the Nifty sustains above 11,036 levels on the closing basis, one can retain a positive stance, Mazhar Mohammad says.', 'Vinod Nair, Head of Research at Geojit Financial Services said that the funds allocated by IMF and easing monetary measures are marginally supporting global markets but India is underperforming due to coronavirus cases.', 'The most active stocks included State Bank of India, YES Bank, Reliance Industries, Indiabulls Housing Finance and IRCTC.', 'Technically, the market is trying to find a bottom after a vertical fall but there is a need for some kind of relief on the Coronavirus front for the market to witness any relief rally.', 'All sectoral indices, barring Realty, traded in the green with Bank, FMCG, Pharma and IT climbing more than a percent each.', 'According to the brokerage, if there are fresh rate cuts or infusion of liquidity by global central banks then FII flows could resume into select emerging markets as and when the covid-19 virus impact fades out.', 'About 1147 shares have advanced, 799 shares declined, and 124 shares are unchanged.', 'Mounting coronavirus cases, exodus by foreign institutional investors, and RBI playing the waiting game to provide stimulus has prompted investors to exit the market.', 'The Sensex closed 61.13 points higher at 38,470.61, and the Nifty was up 18 points at 11,269.', 'Nifty on March 4 slid almost 200 points during the day but witnessed a sharp recovery in the second half of the session.']"
5,06-03-2020,10942.65,10989.45,-0.052029915,-0.036666667,1,1,"['Antony Waste Handling Cell extends IPO closing date to March 16 on poor subscription https://www.moneycontrol.com/news/ipo-issues-open/antony-waste-handling-cell-extends-ipo-closing-date-to-march-16poor-subscription_13560281.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI Card sets issue price at Rs 755, raises Rs 10,340 crore via IPO https://www.moneycontrol.com/news/ipo-issues-open/sbi-card-sets-issue-price-at-rs-755-raises-rs-10340-crore-via-ipo_13560221.html #IPO #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'HCC share price declined nearly 10% on loan repayment default #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Yes Bank share price recovers nearly 200% from intraday low; brokerages suggest #39;sell#39; #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Volume Buzzers: YES Bank, SBI top the chart; Tata Motors tanks 10%, Maruti in green #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Tata Motors share price tanks 10% as coronavirus hits China sales #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Yes Bank share price recovers 200% from intraday low; brokerages suggest #39;sell#39; #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Yes Bank hits record low, erases nearly Rs 8,000 crore m-cap intraday #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Yes Bank share price falls 60% as RBI supersedes; brokerages suggest #39;sell#39; #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Maruti Suzuki share price falls 4% on weak production #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'D-Street Buzz: Over 500 stocks hit 52-week low on BSE; YES Bank crashes 82%, metals melt #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'MM share price slips 6% on weak Feb production, sales data #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SBI share price tanks nearly 11% on reports of Yes Bank stake buy #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Yes Bank share price cracks 82% as RBI supersedes; brokerages suggest #39;sell#39; #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'WATCH 👀 - #CambrianSV, Lisbon - CoinGeek Originals Filmmaker @chblm documented the #Bitcoin #Bootcamp which was attended by 30 #developers and #entrepreneurs. Filmed in early February 2020.', 'Yes Bank contagion drags banking stocks; Nifty Bank sheds 4% #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Yes Bank share price cracks 45% as RBI supersedes; brokerages suggest #39;sell#39; #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket']","['It looks prudent on the part of traders to wait for proper consolidation by sitting on the fence, Mazhar Mohammad advised.', 'The market capitalisation of BSE-listed firms dropped to Rs 144.3 lakh crore on March 6 from Rs 147.6 lakh crore the previous day.', 'India VIX zoomed 10.06 percent and was trading at 25.59 level.', 'But for the week, the market cap erosion stood at little over Rs 3 lakh crore as the correction was less during the week against around 3 percent today.', 'Edelweiss Securities Ltd trimmed its December 2020 target for Nifty to 12000 from 12300 earlier amid moderate earnings.', '""India has been in a bear market for some time now. Broader market is hurting since 2018,"" Market veteran Shankar Sharma said.', 'Sensex and Nifty ended with small gains on March 5, as investors remained cautious amid reports of rising coronavirus cases in India.', ""As per the current scenario, it's quite evident that the Indian market is not going to decouple with its global coronavirus- infected peers and further fall will not be ruled out."", 'The Sensex ended 893.99 points lower at 37,576.62, while Nifty was down 279.50 points at 10,989.50.']"
6,09-03-2020,10742.05,10451.45,0.013720539,-0.066666667,-1,1,"['SBI share price falls 6% on Yes Bank capital infusion buzz; Investec maintains buy #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Oil Impact: TCS pips Reliance Industries in market cap, becomes biggest listed entity #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', '#LIVEMarket Action 1 PM http://bit.ly/2TwvuRc #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'SMS Pharma share price rises 13% after USFDA completes inspection with zero observation #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Hikal share price slips nearly 8% after MPCB notice to close Mahad unit #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'Yes Bank share price jumps 30% as SBI is likely to pick up 49% stake #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', 'OMCs, paints companies share price up 2-10% as crude tanks; ONGC at 52-week low #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket', '#LIVEMarket Action 9:30 AM http://bit.ly/2TwvuRc #Nifty #sensex #stockstowatch #StocksToTrade #StockMarket A']","['Considering uncertain external environment, it looks prudent on the part of traders to sit on the fence waiting for stability, Mazhar Mohammad advised.', 'The S&P BSE Sensex, Nifty and NiftyBank witnessed their biggest one-day falls in absolute terms.', 'The earlier two biggest falls of 1,624.51 points and 1,448.37 points took place in August 2015 and February 2020.', 'The market breadth was also pathetic as more than 6 shares declined for every share rising on the BSE.', 'Dow Jones futures were also down more than 4 percent, indicating sharp fall in the opening later today.', 'The investors need not worry and have to wait for further instructions from the central bank as they will be planning to raise the new funds, said Gaurav Garg of CapitalVia Global Research', 'Sectorally, carnage was visible in capital goods, metals, energy, industrials, power, and banking stocks.', 'Sensex, Nifty and Nifty Bank has posted biggest one-day fall ever in the absolute terms.', 'Moreover, 5 weeks EMA is trading around 11,550 and as long as Nifty is trading below these levels, one should trade with sell on rise strategy.']"
